"source_database","labnr","bp","std","cal_bp","cal_std","delta_c13","lab_name","site","site_phase","site_type","feature","feature_type","periods","typochronological_units","ecochronological_units","material","species","country","lat","lng","references"
"radonb","ETH-15756","4930","60","5664","180","","","Vufflens-la-ville","Vufflens-la-ville","Grave (inhumation)","","","","","","","ST 2","Switzerland                                                                                         ","46.576999999999998","6.5392000000000001",""
"radonb","VERA-2452","3170","36","3396","80","","","Ganglegg, Hahnehütterbödele","Ganglegg, Hahnehütterbödele","","alpiner Brandopferplatz","","","Late Bronze Age","","charcoal","verkohlte Makroreste; AMS","Italy                                                                                               ","46.666699999999999","10.583299999999999",""
"radonb","VERA-3261","2025","35","1974","97","","","Maneidtal, Grubensee","Maneidtal, Grubensee","","alpiner Brandopferplatz","","","","","charcoal","verkohlte Makroreste; alpiner BrandopferplatzAMS","Italy                                                                                               ","46.817700000000002","10.5756",""
"radonb","Rome-910","2375","50","2422","247","","","Ulten, St. Walburg","Ulten, St. Walburg","","alpiner Brandopferplatz","","","","","charcoal","verkohlte Makroreste; AMS","Italy                                                                                               ","46.549700000000001","11.0052",""
"radonb","VERA-3010","2185","30","2240","107","","","Ulten, St. Walburg","Ulten, St. Walburg","","alpiner Brandopferplatz","","","","","charcoal","verkohlte Makroreste; AMS","Italy                                                                                               ","46.549700000000001","11.0052",""
"radonb","ETH-36367","3210","50","3431","123","","","Mühlbach-Mitterberg","Mühlbach-Mitterberg","","smelting site SP 22, charcoal layer depth 50-65","","","Bronze Age","","","","Austria                                                                                             ","47.416699999999999","13.1333",""
"radonb","VERA-5471","3070","35","3285","90","","","Weer","Weer","","Bz C-D1","","","Bz D","","","","Austria                                                                                             ","47.305199999999999","11.635899999999999",""
"radonb","VERA-4866","3075","35","3288","86","","","Fließ, Pillerhöhe","Fließ, Pillerhöhe","","Bz C-D1","","","Middle Bronze Age | Bz D | Late Bronze Age","","","","Austria                                                                                             ","47.118099999999998","10.666700000000001",""
"radonb","VERA-4867","3200","35","3419","62","","","Fließ, Pillerhöhe","Fließ, Pillerhöhe","","Bz A2/B-C","","","Middle Bronze Age | Bz D | Late Bronze Age","","","","Austria                                                                                             ","47.118099999999998","10.666700000000001",""
"radonb","VERA-4908","3550","40","3842","120","","","Kiechlberg","Kiechlberg","","FB IIa-IIb (Bz A1-A2a)","","Bz A2 | Bz A1","Early Bronze Age | Middle Bronze Age","","","","Austria                                                                                             ","47.3033","11.4481",""
"radonb","VERA-2362","2255","40","2235","102","","","Kundl","Kundl","cultural layer","Kulturschichten","","","Late Bronze Age","","","","Austria                                                                                             ","47.4681","12.0114",""
"radonb","VERA-2228","2715","35","2811","55","","","Kundl","Kundl","cultural layer","Kulturschichten","","","Late Bronze Age","","","","Austria                                                                                             ","47.4681","12.0114",""
"radonb","VERA-4900","2445","35","2506","182","","","Mauk E","Mauk E","mine","E 77a","","Ha B","Urnfield Culture | Late Bronze Age","","","","Austria                                                                                             ","47.4375","11.952400000000001",""
"radonb","VERA-4903","2780","35","2876","83","","","Mauk F / Schwarzenberg-Moos","Mauk F / Schwarzenberg-Moos","mine","F 138, Aufbereitungsplatz","","","Late Bronze Age","","","","Austria                                                                                             ","47.429499999999997","11.938700000000001",""
"radonb","Erl-18046","3133","48","3351","115","","","Bellenberg","Bellenberg","settlement","Bestattung","","","Iron Age | Middle Bronze Age | Late Bronze Age","","charcoal","","Germany                                                                                             ","48.256","10.089499999999999",""
"radonb","MAMS-18920","3743","19","4114","103","","","Augsburg","Augsburg","Grave (inhumation)","Grab 9, Grab nach Kociumaka, Bef. 183","","","Bell Beaker","","collagen, bone","human bone","Germany                                                                                             ","48.330399999999997","10.899100000000001",""
"radonb","MAMS-18956","3697","20","4034","54","","","Haunstetten","Haunstetten","Grave (inhumation)","Grab 4, Grab nach Massy, Bef. 12","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","MAMS-18955","3574","19","3870","39","","","Haunstetten","Haunstetten","Grave (inhumation)","Grab 36, Grab nach Massy, Bef. 6","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","MAMS-18934","3840","20","4239","104","","","Haunstetten","Haunstetten","Grave (inhumation)","Grab 7, Grab nach Kociumaka, Bef. 67","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","MAMS-18935","3910","20","4357","64","","","Haunstetten","Haunstetten","Grave (inhumation)","Grab 8, Grab nach Kociumaka, Bef. 68, Skelett 2","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","MAMS-18937","3612","25","3919","61","","","Haunstetten","Haunstetten","Grave (inhumation)","Grab 9, Grab nach Massy, Bef. 147","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","MAMS-18946","3586","24","3885","72","","","Haunstetten","Haunstetten","Grave (inhumation)","Grab 1, Grab nach Massy, Bef. 1163","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","MAMS-18947","3827","25","4209","115","","","Haunstetten","Haunstetten","Grave (inhumation)","Grab I/1, Grab nach Kociumaka, Bef. 1334","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","MAMS-21563","3616","28","3924","71","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 2, Grab nach Massy, Bef. 3","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-21570","3469","28","3749","95","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 10, Grab nach Massy, Bef. 40","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-21577","3478","33","3756","100","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 24, Grab nach Massy, Bef. 62, Skelett B","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-21586","3474","34","3752","99","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 29, Grab nach Massy, Bef. 78","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-21588","3433","28","3680","127","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 34, Grab nach Massy, Bef. 87","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-21579","3329","35","3561","88","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 43, Grab nach Massy, Bef. 65,subadultes Individuum","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-21592","3370","27","3611","71","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 47, Grab nach Massy, Bef. 98","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-21591","3422","28","3667","106","","","Kleinaitingen,","Kleinaitingen,","Grave (inhumation)","Grab 60, Grab nach Massy, Bef. 95","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.241100000000003","10.860900000000001",""
"radonb","MAMS-18887","3924","23","4364","69","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 1, Grab nach Kociumaka, Bef. none","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-18910","3567","23","3865","63","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 2, Grab nach Massy, Bef. 96","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-18894","3671","22","4023","90","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 3, Grab nach Massy, Bef. 47","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-18889","3626","22","3936","54","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 14, Grab nach Massy, Bef. 5","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-18891","3596","22","3897","64","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 33, Grab nach Massy, Bef. 9, Skelett A","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-18903","3600","24","3903","63","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 39, Grab nach Massy, Bef. 82","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-18906","3625","23","3934","57","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 46, Grab nach Massy, Bef. 85","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-18911","3581","23","3879","74","","","Königsbrunn","Königsbrunn","Grave (inhumation)","Grab 47, Grab nach Massy, Bef. 117","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.266500000000001","10.8782",""
"radonb","MAMS-21546","3132","42","3352","104","","","Oberottmarshausen","Oberottmarshausen","Grave (inhumation)","Grab 2, Grab nach Massy, Bef. 92","","Fulda-Werra Group","Middle Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.2761","10.8491",""
"radonb","MAMS-21549","3225","36","3441","103","","","Oberottmarshausen","Oberottmarshausen","Grave (inhumation)","Grab 9, Grab nach Massy, Bef. 100","","Fulda-Werra Group","Middle Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.2761","10.8491",""
"radonb","MAMS-21542","3277","33","3507","75","","","Oberottmarshausen","Oberottmarshausen","Grave (inhumation)","Grab 19, Grab nach Massy, Bef. 81","","Fulda-Werra Group","Middle Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.2761","10.8491",""
"radonb","MAMS-21558","3449","72","3715","182","","","Oberottmarshausen","Oberottmarshausen","Grave (inhumation)","Grab 27, Grab nach Massy, Bef. 154","","Fulda-Werra Group","Middle Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.2761","10.8491",""
"radonb","MAMS-21559","3241","28","3459","88","","","Oberottmarshausen","Oberottmarshausen","Grave (inhumation)","Grab 31, Grab nach Massy, Bef. 156","","Fulda-Werra Group","Middle Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.2761","10.8491",""
"radonb","MAMS-18925","3555","19","3854","50","","","Wehringen","Wehringen","Grave (inhumation)","Grab 2, Grab nach Massy, Bef. 1375","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.249600000000001","10.8018",""
"radonb","MAMS-18930","3614","19","3921","50","","","Wehringen","Wehringen","Grave (inhumation)","Grab 7, Grab nach Massy, Bef. 1474","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.249600000000001","10.8018",""
"radonb","MAMS-18924","3544","19","3843","103","","","Wehringen","Wehringen","Grave (inhumation)","Grab 13, Grab nach Massy, Bef. 1193","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.249600000000001","10.8018",""
"radonb","MAMS-18922","3810","19","4194","49","","","Wehringen","Wehringen","Grave (inhumation)","Grab 14, Grab nach Massy, Bef. 1192, Skelett A","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.249600000000001","10.8018",""
"radonb","MAMS-18923","3523","18","3781","65","","","Wehringen","Wehringen","Grave (inhumation)","Grab 14, Grab nach Massy, Bef. 1192, Skelett B","","","Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","48.249600000000001","10.8018",""
"radonb","MAMS-21971","3641","29","3951","112","","","Singen","Singen","Grave","Grab 80, Grab nach Krause 1988, Bef. 50/16","","","Bell Beaker | Corded Ware | Early Bronze Age","","collagen, bone","human bone","Germany                                                                                             ","47.762799999999999","8.8399999999999999",""
"radonb","Erl-19190","3077","41","3287","99","","","Bellenberg","Bellenberg","settlement","Grube in Haus 1","","","Iron Age | Middle Bronze Age | Late Bronze Age","","charcoal","","Germany                                                                                             ","48.256","10.089499999999999",""
"radonb","Erl-19192","2472","42","2568","177","","","Bellenberg","Bellenberg","settlement","Erdkeller, Periode Ha C/D","","","Iron Age | Middle Bronze Age | Late Bronze Age","","charcoal","","Germany                                                                                             ","48.256","10.089499999999999",""
"radonb","NIESÄ-19316","","","","","","","Bellenberg","Bellenberg","settlement","Erdkeller, Periode Ha C/D","","","Iron Age | Middle Bronze Age | Late Bronze Age","","charcoal","","Germany                                                                                             ","48.256","10.089499999999999",""
"radonb","ETH-59913","3612","30","3920","73","","","Biel Valley","Biel Valley","rockshelter","Befund 06","","","","","charcoal","","Austria                                                                                             ","46.900500000000001","10.1157",""
"radonb","ETH-59898","2801","30","2902","75","","","Val Fenga","Val Fenga","rockshelter","Iron Age Hut","","","","","charcoal","","Switzerland                                                                                         ","46.915999999999997","10.2578",""
"radonb","ETH-66737","2534","25","2629","115","","","Val Fenga","Val Fenga","rockshelter","Iron Age Hut","","","","","charcoal","","Switzerland                                                                                         ","46.915999999999997","10.2578",""
"radonb","ETH-59899","2530","29","2620","119","","","Val Fenga","Val Fenga","rockshelter","Iron Age Hut","","","","","charcoal","","Switzerland                                                                                         ","46.915999999999997","10.2578",""
"radonb","ETH-34339","3180","55","3404","144","","","Bieler Höhe","Bieler Höhe","rockshelter","Gliger FO I","","","","","charcoal","","Austria                                                                                             ","46.898200000000003","10.084899999999999",""
"radonb","ETH-66734","3698","26","4035","95","","","Val Fenga","Val Fenga","rockshelter","","","","","","charcoal","","Switzerland                                                                                         ","46.915999999999997","10.2578",""
"radonb","ETH-66731","3484","26","3762","70","","","Val Tasna","Val Tasna","rockshelter","","","","","","charcoal","","Switzerland                                                                                         ","46.857300000000002","10.257099999999999",""
"radonb","ETH-66730","3393","26","3635","57","","","Val Tasna","Val Tasna","rockshelter","","","","","","charcoal","","Switzerland                                                                                         ","46.857300000000002","10.257099999999999",""
"radonb","BRAMS-1219","3825","26","4207","115","","","Irlbach LKR","Irlbach LKR","Grave (flat) inhumation","I4250, Grave 5","","","","","collagen, bone","human, Right-sided crouched burial; anthropologically infant","Germany                                                                                             ","48.841099999999997","12.7515",""
"radonb","ETH-12287","3945","55","4388","154","","","Velturno/Feldthurns","Velturno/Feldthurns","","","","","Bell Beaker","","","","Italy                                                                                               ","46.6691","11.598800000000001",""
"radonb","MAMS-29074","3909","29","4349","89","","","Haunstetten","Haunstetten","Grave (inhumation)","Double burial, E09538/Feature 68 Skeleton 1","","","Bell Beaker | Early Bronze Age | Late Neolithic/Early Bronze Age","","collagen, bone","human, male","Germany                                                                                             ","48.308900000000001","10.8939",""
"radonb","Poz-68164","3795","35","4179","115","","","Rouffach","Rouffach","Grave (inhumation)","","","","","","collagen, bone","human","France                                                                                              ","47.964700000000001","7.2938000000000001",""
"radonb","Beta-321569","5780","30","6584","79","","","Clos de Roque","Clos de Roque","Grave (inhumation)","I4304/ST2224","","","","","collagen, bone","human, male juvenile deceased between 6.5 and 10 years old","France                                                                                              ","43.4574","5.8628",""
"radonb","BM-2654","3600","","","","","","Canar, Castelnuovo Bariano","Canar, Castelnuovo Bariano","","","","Polada","Bronze Age","","wood","","Italy                                                                                               ","45.059399999999997","11.3269",""
"radonb","Hd-16956","3679","19","4041","72","","","Lucone","Lucone","","","","Polada","Bronze Age","","wood","","Italy                                                                                               ","45.550800000000002","10.488",""
"radonb","LTL-4934A","3596","35","3901","81","","","Arano di Cellore, lllasi","Arano di Cellore, lllasi","","","","Polada","Bronze Age","","collagen, bone","Human bone","Italy                                                                                               ","45.484099999999998","11.184799999999999",""
"radonb","LTL- 4477A","3546","45","3835","127","","","Arano di Cellore, lllasi","Arano di Cellore, lllasi","","","","Polada","Bronze Age","","collagen, bone","Human bone","Italy                                                                                               ","45.484099999999998","11.184799999999999",""
"radonb","R-1252a","3760","50","4124","154","","","Lavagnone","Lavagnone","","","","Polada","Bronze Age | Early Bronze Age","","charcoal","Charred wood","Italy                                                                                               ","45.433300000000003","10.583299999999999",""
"radonb","R-1731a","3625","75","3942","210","","","Molina di Ledro","Molina di Ledro","","","","Polada","Bronze Age","","","Wood and seeds","Italy                                                                                               ","45.875","10.761100000000001",""
"radonb","ETH-61969","2845","28","2950","85","","","Ramosch-Mottata","Ramosch-Mottata","settlement","RMO10","","","Bronze Age","","collagen, bone","bone cattle (Bos taurus)","Switzerland                                                                                         ","46.835000000000001","10.366400000000001",""
"radonb","ETH-61977","3368","29","3609","77","","","Ramosch-Mottata","Ramosch-Mottata","settlement","RMO19","","","Bronze Age","","dentin","tooth, cattle (Bos taurus)","Switzerland                                                                                         ","46.835000000000001","10.366400000000001",""
"radonb","ETH-61968","2722","28","2814","49","","","Ramosch-Mottata","Ramosch-Mottata","settlement","RMO9","","","Bronze Age","","collagen, bone","bone cattle (Bos taurus)","Switzerland                                                                                         ","46.835000000000001","10.366400000000001",""
"radonb","ETH-46504","3220","25","3427","50","","","Val Urschai","Val Urschai","rockshelter","R3","","","","","charcoal","","Switzerland                                                                                         ","46.6203","10.3818",""
"radonb","ETH-61973","2971","29","3137","85","","","Ramosch-Mottata","Ramosch-Mottata","settlement","RMO15","","","Bronze Age","","dentin","tooth, cattle (Bos taurus)","Switzerland                                                                                         ","46.835000000000001","10.366400000000001",""
"radonb","ETH-138","2280","65","2262","178","","","Balzers","Balzers","Grave (cremation)","oak trunk from a burnt-down building, Early La Tène","","","Iron Age","","charcoal","oak trunk","Liechtenstein                                                                                       ","47.0655","9.5075000000000003",""
"palmisano","Pi-35","8940","273","10031","690","","","Marina di Torre del Lago","Marina di Torre del Lago","","","","","","","shell","","Italy                                                                                               ","43.816699999999997","10.2667",""
"palmisano","F-90","9370","150","10612","452","","","Isola Santa, Careggine","Isola Santa, Careggine","","","","","","","charcoal","","Italy                                                                                               ","44.064900000000002","10.3124",""
"palmisano","LTL-1159A","11074","65","12935","138","","","La Greppia II, San Romano in Garfagnana","La Greppia II, San Romano in Garfagnana","","","","","","","charcoal","","Italy                                                                                               ","44.186900000000001","10.3263",""
"palmisano","LTL-1465A","11240","80","13105","166","","","La Greppia II, San Romano in Garfagnana","La Greppia II, San Romano in Garfagnana","","","","","","","charcoal","","Italy                                                                                               ","44.186900000000001","10.3263",""
"palmisano","R-688a","2580","50","2710","202","","","San Rocchino","San Rocchino","","","","","","","wood","","Italy                                                                                               ","43.857700000000001","10.3309",""
"palmisano","R-689a","2110","50","2084","196","","","San Rocchino","San Rocchino","","","","","","","wood","","Italy                                                                                               ","43.857700000000001","10.3309",""
"palmisano","R-692a","2200","50","2222","127","","","San Rocchino","San Rocchino","","","","","","","wood","","Italy                                                                                               ","43.857700000000001","10.3309",""
"palmisano","R-693a","2250","100","2243","312","","","San Rocchino","San Rocchino","","","","","","","wood","","Italy                                                                                               ","43.857700000000001","10.3309",""
"palmisano","R-695a","2470","50","2560","178","","","San Rocchino","San Rocchino","","","","","","","wood","","Italy                                                                                               ","43.857700000000001","10.3309",""
"palmisano","R-696a","2280","50","2261","104","","","S. Rocchino","S. Rocchino","","","","","","","wood","Quercus lilex","Italy                                                                                               ","43.857700000000001","10.3309",""
"palmisano","Pi-21","6659","153","7536","275","","","Tombolo","Tombolo","","","","","","","shell","","Italy                                                                                               ","43.666699999999999","10.333299999999999",""
"palmisano","GrA-13891","6040","50","6887","133","","","Casa Querciolaia","Casa Querciolaia","","","","","","","charcoal","","Italy                                                                                               ","43.555900000000001","10.356999999999999",""
"palmisano","Pi-7A","26364","1405","30385","2783","","","Piazza del Duomo, Pisa","Piazza del Duomo, Pisa","","","","","","","shell","","Italy                                                                                               ","43.723199999999999","10.395099999999999",""
"palmisano","Pi-7B","6892","260","7750","485","","","Piazza del Duomo, Pisa","Piazza del Duomo, Pisa","","","","","","","shell","Cardium","Italy                                                                                               ","43.723199999999999","10.395099999999999",""
"palmisano","T-11","1987","25","1934","53","","","Populonia-Baratti","Populonia-Baratti","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.990099999999998","10.5023",""
"palmisano","T-12","1946","30","1894","68","","","Populonia-Baratti","Populonia-Baratti","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.990099999999998","10.5023",""
"palmisano","Rome-395","8080","90","8991","306","","","Piazzana, Coreglia","Piazzana, Coreglia","","","","","","","charcoal","","Italy                                                                                               ","44.1098","10.561199999999999",""
"palmisano","Rome-396","8450","90","9452","197","","","Piazzana, Coreglia","Piazzana, Coreglia","","","","","","","charcoal","","Italy                                                                                               ","44.1098","10.561199999999999",""
"palmisano","Rome-399","8990","90","10096","287","","","Piazzana, Coreglia","Piazzana, Coreglia","","","","","","","charcoal","","Italy                                                                                               ","44.1098","10.561199999999999",""
"palmisano","Pi-13","3767","115","4145","306","","","Pontedera","Pontedera","","","","","","","wood","","Italy                                                                                               ","43.662500000000001","10.6328",""
"palmisano","OxA-18389","4371","32","4927","99","","","Grotta della Spinosa, Massa Marittima","Grotta della Spinosa, Massa Marittima","","","","","","","bone","","Italy                                                                                               ","43.049999999999997","10.887700000000001",""
"palmisano","OxA-18392","4503","33","5163","129","","","Grotta della Spinosa, Massa Marittima","Grotta della Spinosa, Massa Marittima","","","","","","","bone","Homo sapiens","Italy                                                                                               ","43.049999999999997","10.887700000000001",""
"palmisano","OxA-2630","7480","100","8285","213","","","Petriolo III South","Petriolo III South","","","","","","","charcoal","","Italy                                                                                               ","43.100000000000001","11.130000000000001",""
"palmisano","Beta-94386","4570","70","5224","233","","","Volpaia, Sesto Fiorentino","Volpaia, Sesto Fiorentino","","","","","","","charcoal","","Italy                                                                                               ","43.836799999999997","11.176299999999999",""
"palmisano","Beta-177114","5170","40","5929","145","","","Via Deledda","Via Deledda","","","","","","","","","Italy                                                                                               ","43.744399999999999","11.1776",""
"palmisano","Beta-106585","5190","70","5955","209","","","Neto, Via Verga","Neto, Via Verga","","","","","","","","","Italy                                                                                               ","43.844700000000003","11.179399999999999",""
"palmisano","Beta-106586","5170","140","5933","312","","","Neto, Via Verga","Neto, Via Verga","","","","","","","","","Italy                                                                                               ","43.844700000000003","11.179399999999999",""
"palmisano","Beta-63296","4790","80","5511","179","","","Neto, Via Verga","Neto, Via Verga","","","","","","","","","Italy                                                                                               ","43.844700000000003","11.179399999999999",""
"palmisano","LTL-1482A","5564","60","6356","108","","","Neto, Via Verga","Neto, Via Verga","","","","","","","","","Italy                                                                                               ","43.844700000000003","11.179399999999999",""
"palmisano","LTL-1476A","4607","60","5326","246","","","Podere della Gora 1","Podere della Gora 1","","","","","","","","","Italy                                                                                               ","43.840499999999999","11.181800000000001",""
"palmisano","LTL-1479A","4274","65","4843","210","","","Podere della Gora 5","Podere della Gora 5","","","","","","","charcoal","Rosacea","Italy                                                                                               ","43.840499999999999","11.181800000000001",""
"palmisano","LTL-1480A","4426","65","5038","230","","","Podere della Gora 5","Podere della Gora 5","","","","","","","charcoal","Quercus","Italy                                                                                               ","43.840499999999999","11.181800000000001",""
"palmisano","OxA-25078","12085","55","13935","144","","","Grotta del Chiostraccio","Grotta del Chiostraccio","","","","","","","bone","Homo sapiens","Italy                                                                                               ","43.372700000000002","11.1854",""
"palmisano","Beta-215478","4440","40","5047","215","","","S. Lorenzo a Greve","S. Lorenzo a Greve","","","","","","","charcoal","","Italy                                                                                               ","43.764299999999999","11.190099999999999",""
"palmisano","Beta-215481","4560","40","5176","233","","","S. Lorenzo a Greve","S. Lorenzo a Greve","","","","","","","","","Italy                                                                                               ","43.764299999999999","11.190099999999999",""
"palmisano","GX-30156","4520","80","5159","267","","","S. Lorenzo a Greve","S. Lorenzo a Greve","","","","","","","","","Italy                                                                                               ","43.764299999999999","11.190099999999999",""
"palmisano","Beta-63285","4480","60","5135","209","","","Mileto","Mileto","","","","","","","","","Italy                                                                                               ","43.826700000000002","11.197100000000001",""
"palmisano","Beta-63287","4550","100","5192","299","","","Olmicino","Olmicino","","","","","","","","","Italy                                                                                               ","43.826500000000003","11.200100000000001",""
"palmisano","ENEA-381","910","60","830","112","","","Barberino del Mugello","Barberino del Mugello","","","","","","","wood","","Italy                                                                                               ","44.0122","11.2507",""
"palmisano","ENEA-396","2820","40","2922","114","","","Barberino del Mugello","Barberino del Mugello","","","","","","","wood","","Italy                                                                                               ","44.0122","11.2507",""
"palmisano","R-26","1935","55","1882","138","","","Via Por Santa Maria, Florence","Via Por Santa Maria, Florence","","","","","","","charcoal","","Italy                                                                                               ","43.768599999999999","11.2537",""
"palmisano","F-12","1615","90","1509","192","","","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","","","","","","","charcoal","","Italy                                                                                               ","43.773099999999999","11.256",""
"palmisano","F-13","1495","90","1401","160","","","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","","","","","","","charcoal","","Italy                                                                                               ","43.773099999999999","11.256",""
"palmisano","F-14","1430","40","1329","55","","","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","","","","","","","charcoal","","Italy                                                                                               ","43.773099999999999","11.256",""
"palmisano","F-15","1300","80","1216","159","","","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","","","","","","","charcoal","","Italy                                                                                               ","43.773099999999999","11.256",""
"palmisano","F-56","1660","80","1564","190","","","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","","","","","","","charcoal","","Italy                                                                                               ","43.773099999999999","11.256",""
"palmisano","F-59","1405","85","1321","188","","","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","","","","","","","charcoal","","Italy                                                                                               ","43.773099999999999","11.256",""
"palmisano","F-60","1805","95","1731","207","","","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","Firenze, San Reparata, Cattedrale Santa Maria del Fiore","","","","","","","charcoal","","Italy                                                                                               ","43.773099999999999","11.256",""
"palmisano","Beta-93271","24990","110","29007","247","","","Bilancino, Firenze","Bilancino, Firenze","","","","","","","charcoal","","Italy                                                                                               ","43.977200000000003","11.263400000000001",""
"palmisano","Beta-93272","24220","100","28257","235","","","Bilancino, Firenze","Bilancino, Firenze","","","","","","","charcoal","","Italy                                                                                               ","43.977200000000003","11.263400000000001",""
"palmisano","BM-3003","950","35","853","72","","","Cosa","Cosa","","","","Archaic Period | Imperial Period","","","bone","Homo sapiens","Italy                                                                                               ","42.410899999999998","11.2865",""
"palmisano","BM-3005","810","40","722","63","","","Cosa","Cosa","","","","Archaic Period | Imperial Period","","","bone","Homo sapiens","Italy                                                                                               ","42.410899999999998","11.2865",""
"palmisano","P-1932","1900","50","1842","119","","","Cosa","Cosa","","","","Archaic Period | Imperial Period","","","wood","","Italy                                                                                               ","42.410899999999998","11.2865",""
