"source_database","labnr","bp","std","cal_bp","cal_std","delta_c13","lab_name","site","site_phase","site_type","feature","feature_type","periods","typochronological_units","ecochronological_units","material","species","country","lat","lng","references"
"calpal","Mc-533","7525","100","8328","204","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","shell","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","Mc-942","6050","100","6912","247","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","charcoal","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","GrA-38329","6055","35","6908","102","-19.8","","Fontbregoua","Fontbregoua","","","","Neolithic","Cardial","","bone","human","France                                                                                              ","43.5","6.2000000000000002",""
"calpal","GrA-38334","6240","35","7183","147","-20.2","","Fontbregoua","Fontbregoua","","","","Neolithic","Cardial","","bone","human","France                                                                                              ","43.5","6.2000000000000002",""
"calpal","GrA-38335","6065","30","6921","88","-19.8","","Fontbregoua","Fontbregoua","","","","Neolithic","Cardial","","bone","human","France                                                                                              ","43.5","6.2000000000000002",""
"calpal","GrA-38522","6115","35","6990","154","-19.8","","Fontbregoua","Fontbregoua","","","","Neolithic","Cardial","","bone","human","France                                                                                              ","43.5","6.2000000000000002",""
"calpal","Ly-4329","6790","200","7656","351","0.0","","Gerbaix la Fru","Gerbaix la Fru","","","","Epipalaeolithic","Mesolithic | Tci","","","","France                                                                                              ","45.450000000000003","5.7832999999999997",""
"calpal","Gif-264","6220","300","7074","610","0.0","","Gramari","Gramari","","","","Epipalaeolithic","Sauveterrien | Tci","","","","France                                                                                              ","44.009999999999998","5.2199999999999998",""
"calpal","KN-1387","8830","65","9901","253","0.0","","Gramari","Gramari","","","","Epipalaeolithic","Sauveterrien | Tci","","charcoal","","France                                                                                              ","44.009999999999998","5.2199999999999998",""
"calpal","Mc-500A","7970","130","8829","357","0.0","","Grotte du Cap Ragnon","Grotte du Cap Ragnon","","","","Neolithic","Cardial","","shell","","France                                                                                              ","43.369999999999997","5.2599999999999998",""
"calpal","Gif-303","5225","300","5990","667","0.0","","Grotte Dunang","Grotte Dunang","","","","Neolithic","Cardial","","charcoal","","France                                                                                              ","44.009999999999998","5.1699999999999999",""
"calpal","Ly-980","5270","140","6052","308","0.0","","La Balme les Grottes","La Balme les Grottes","","","","Neolithic","","","bone","human","France                                                                                              ","45.850000000000001","5.3166000000000002",""
"calpal","Mc-2342","6800","130","7657","237","0.0","","La Caucade","La Caucade","","","","Neolithic","Impressa","","charcoal","","France                                                                                              ","43.710000000000001","7.29",""
"calpal","Ly-4328","9740","370","11181","1136","0.0","","La Fru","La Fru","","","","","Azilian","","","","France                                                                                              ","45.509999999999998","5.7832999999999997",""
"calpal","Beta-103863","4450","40","5100","186","0.0","","Le Petites Bâties","Le Petites Bâties","","","","Neolithic","Neo moyen I","","","","France                                                                                              ","44.270000000000003","4.6900000000000004",""
"calpal","Beta-103864","5870","40","6693","100","0.0","","Le Petites Bâties","Le Petites Bâties","","","","Neolithic","Neo moyen I","","","","France                                                                                              ","44.270000000000003","4.6900000000000004",""
"calpal","Ly-1729","9360","270","10623","762","0.0","","Longetraye","Longetraye","","","","Palaeolithic | Epipalaeolithic","Sauveterrien | Upper Magdalenian","","","","France                                                                                              ","44.883299999999998","4.0999999999999996",""
